mesh_name;object_name;triangle_index;material_name;v0_x;v0_y;v0_z;v1_x;v1_y;v1_z;v2_x;v2_y;v2_z;normal;diffuse_color;specular_color;kd;ks;shininess
Sphere;Sphere;825;sphere_reflective;2.243360;1.415735;0.106304;2.227553;1.415735;0.054193;2.153240;1.353553;0.068975;(-0.608829, 0.771506, 0.184678);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;826;sphere_reflective;2.173359;0.646447;0.135299;2.115911;0.722215;0.159095;2.092254;0.722215;0.081106;(-0.741161, -0.632563, 0.224822);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;827;sphere_reflective;2.173359;1.353553;0.135299;2.153240;1.353553;0.068975;2.092254;1.277785;0.081106;(-0.741161, 0.632560, 0.224827);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;828;sphere_reflective;2.243360;0.584265;0.106304;2.173359;0.646447;0.135299;2.153240;0.646447;0.068975;(-0.608830, -0.771504, 0.184685);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;829;sphere_reflective;2.115911;1.277785;0.159095;2.092254;1.277785;0.081106;2.046937;1.191342;0.090120;(-0.844850, 0.469629, 0.256275);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;830;sphere_reflective;2.323223;0.538060;0.073223;2.243360;0.584265;0.106304;2.227553;0.584265;0.054193;(-0.452796, -0.880972, 0.137348);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;831;sphere_reflective;2.046937;1.097545;0.187665;2.073224;1.191342;0.176777;2.046937;1.191342;0.090120;(-0.916107, 0.289001, 0.277897);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;832;sphere_reflective;2.323223;0.538060;0.073223;2.312335;0.538060;0.037329;2.404329;0.509607;0.019030;(-0.279017, -0.956549, 0.084636);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;833;sphere_reflective;2.038061;1.000000;0.191341;2.046937;1.097545;0.187665;2.019030;1.097545;0.095671;(-0.952374, 0.097548, 0.288909);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;834;sphere_reflective;2.227553;0.584265;0.054193;2.153240;0.646447;0.068975;2.146447;0.646447;-0.000000;(-0.633160, -0.771505, 0.062357);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;835;sphere_reflective;2.046937;1.191342;0.090120;2.092254;1.277785;0.081106;2.084265;1.277785;-0.000000;(-0.878612, 0.469629, 0.086544);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;836;sphere_reflective;2.227553;0.584265;0.054193;2.222215;0.584265;-0.000000;2.308658;0.538060;-0.000000;(-0.470891, -0.880971, 0.046383);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;837;sphere_reflective;2.046937;1.191342;0.090120;2.038060;1.191342;-0.000000;2.009608;1.097545;-0.000000;(-0.952720, 0.288994, 0.093845);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;838;sphere_reflective;2.404329;0.509607;0.019030;2.312335;0.538060;0.037329;2.308658;0.538060;-0.000000;(-0.290167, -0.956549, 0.028582);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;839;sphere_reflective;2.009608;1.000000;0.097545;2.019030;1.097545;0.095671;2.009608;1.097545;-0.000000;(-0.990440, 0.097542, 0.097542);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;840;sphere_reflective;2.009608;1.000000;0.097545;2.000000;1.000000;-0.000000;2.009608;0.902455;-0.000000;(-0.990437, -0.097556, 0.097556);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;841;sphere_reflective;2.404329;1.490393;0.019030;2.402455;1.490393;-0.000000;2.308658;1.461940;-0.000000;(-0.290166, 0.956550, 0.028574);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;842;sphere_reflective;2.046937;0.808658;0.090120;2.019030;0.902455;0.095671;2.009608;0.902455;-0.000000;(-0.952717, -0.289010, 0.093827);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;843;sphere_reflective;2.227553;1.415735;0.054193;2.312335;1.461940;0.037329;2.308658;1.461940;-0.000000;(-0.470891, 0.880971, 0.046384);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;844;sphere_reflective;2.046937;0.808658;0.090120;2.038060;0.808658;-0.000000;2.084265;0.722215;-0.000000;(-0.878611, -0.469630, 0.086545);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;845;sphere_reflective;2.227553;1.415735;0.054193;2.222215;1.415735;-0.000000;2.146447;1.353553;-0.000000;(-0.633163, 0.771502, 0.062366);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;846;sphere_reflective;2.092254;0.722215;0.081106;2.084265;0.722215;-0.000000;2.146447;0.646447;-0.000000;(-0.770775, -0.632567, 0.075922);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;847;sphere_reflective;2.092254;1.277785;0.081106;2.153240;1.353553;0.068975;2.146447;1.353553;-0.000000;(-0.770782, 0.632560, 0.075910);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;848;sphere_reflective;2.308658;1.461940;-0.000000;2.402455;1.490393;-0.000000;2.404329;1.490393;-0.019030;(-0.290166, 0.956550, -0.028574);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;849;sphere_reflective;2.009608;0.902455;-0.000000;2.019030;0.902455;-0.095671;2.046937;0.808658;-0.090120;(-0.952717, -0.289010, -0.093827);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;850;sphere_reflective;2.308658;1.461940;-0.000000;2.312335;1.461940;-0.037329;2.227553;1.415735;-0.054193;(-0.470891, 0.880971, -0.046384);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;851;sphere_reflective;2.084265;0.722215;-0.000000;2.038060;0.808658;-0.000000;2.046937;0.808658;-0.090120;(-0.878611, -0.469630, -0.086545);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;852;sphere_reflective;2.146447;1.353553;-0.000000;2.222215;1.415735;-0.000000;2.227553;1.415735;-0.054193;(-0.633163, 0.771502, -0.062366);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;853;sphere_reflective;2.146447;0.646447;-0.000000;2.084265;0.722215;-0.000000;2.092254;0.722215;-0.081106;(-0.770775, -0.632567, -0.075922);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;854;sphere_reflective;2.084265;1.277785;-0.000000;2.146447;1.353553;-0.000000;2.153240;1.353553;-0.068975;(-0.770776, 0.632568, -0.075910);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;855;sphere_reflective;2.146447;0.646447;-0.000000;2.153240;0.646447;-0.068975;2.227553;0.584265;-0.054193;(-0.633160, -0.771505, -0.062357);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;856;sphere_reflective;2.084265;1.277785;-0.000000;2.092254;1.277785;-0.081106;2.046937;1.191342;-0.090120;(-0.878612, 0.469629, -0.086544);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;857;sphere_reflective;2.308658;0.538060;-0.000000;2.222215;0.584265;-0.000000;2.227553;0.584265;-0.054193;(-0.470891, -0.880971, -0.046383);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;858;sphere_reflective;2.009608;1.097545;-0.000000;2.038060;1.191342;-0.000000;2.046937;1.191342;-0.090120;(-0.952720, 0.288994, -0.093845);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;859;sphere_reflective;2.308658;0.538060;-0.000000;2.312335;0.538060;-0.037329;2.404329;0.509607;-0.019030;(-0.290167, -0.956549, -0.028582);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;860;sphere_reflective;2.009608;1.097545;-0.000000;2.019030;1.097545;-0.095671;2.009608;1.000000;-0.097545;(-0.990440, 0.097542, -0.097542);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;861;sphere_reflective;2.009608;0.902455;-0.000000;2.000000;1.000000;-0.000000;2.009608;1.000000;-0.097545;(-0.990437, -0.097556, -0.097556);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;862;sphere_reflective;2.046937;1.191342;-0.090120;2.092254;1.277785;-0.081106;2.115911;1.277785;-0.159095;(-0.844850, 0.469629, -0.256275);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;863;sphere_reflective;2.227553;0.584265;-0.054193;2.243360;0.584265;-0.106304;2.323223;0.538060;-0.073223;(-0.452796, -0.880972, -0.137348);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;864;sphere_reflective;2.046937;1.191342;-0.090120;2.073224;1.191342;-0.176777;2.046937;1.097545;-0.187665;(-0.916107, 0.289001, -0.277897);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;865;sphere_reflective;2.312335;0.538060;-0.037329;2.323223;0.538060;-0.073223;2.409880;0.509607;-0.037329;(-0.279017, -0.956549, -0.084636);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;866;sphere_reflective;2.009608;1.000000;-0.097545;2.019030;1.097545;-0.095671;2.046937;1.097545;-0.187665;(-0.952374, 0.097542, -0.288909);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;867;sphere_reflective;2.009608;1.000000;-0.097545;2.038061;1.000000;-0.191342;2.046937;0.902455;-0.187665;(-0.952376, -0.097551, -0.288900);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;868;sphere_reflective;2.312335;1.461940;-0.037329;2.404329;1.490393;-0.019030;2.409880;1.490393;-0.037329;(-0.279017, 0.956549, -0.084640);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;869;sphere_reflective;2.046937;0.808658;-0.090120;2.019030;0.902455;-0.095671;2.046937;0.902455;-0.187665;(-0.916101, -0.289010, -0.277906);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;870;sphere_reflective;2.227553;1.415735;-0.054193;2.312335;1.461940;-0.037329;2.323223;1.461940;-0.073223;(-0.452797, 0.880971, -0.137350);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;871;sphere_reflective;2.046937;0.808658;-0.090120;2.073224;0.808658;-0.176777;2.115911;0.722215;-0.159095;(-0.844851, -0.469624, -0.256282);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;872;sphere_reflective;2.153240;1.353553;-0.068975;2.227553;1.415735;-0.054193;2.243360;1.415735;-0.106304;(-0.608829, 0.771506, -0.184678);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;873;sphere_reflective;2.092254;0.722215;-0.081106;2.115911;0.722215;-0.159095;2.173359;0.646447;-0.135299;(-0.741161, -0.632563, -0.224822);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;874;sphere_reflective;2.092254;1.277785;-0.081106;2.153240;1.353553;-0.068975;2.173359;1.353553;-0.135299;(-0.741161, 0.632560, -0.224827);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;875;sphere_reflective;2.153240;0.646447;-0.068975;2.173359;0.646447;-0.135299;2.243360;0.584265;-0.106304;(-0.608830, -0.771504, -0.184685);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;876;sphere_reflective;2.046937;0.902455;-0.187665;2.092254;0.902455;-0.272448;2.115911;0.808658;-0.256640;(-0.844291, -0.288999, -0.451278);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;877;sphere_reflective;2.243360;1.415735;-0.106304;2.323223;1.461940;-0.073223;2.340905;1.461940;-0.106304;(-0.417298, 0.880972, -0.223048);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;878;sphere_reflective;2.073224;0.808658;-0.176777;2.115911;0.808658;-0.256640;2.154329;0.722215;-0.230970;(-0.778619, -0.469629, -0.416174);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;879;sphere_reflective;2.243360;1.415735;-0.106304;2.269030;1.415735;-0.154329;2.206031;1.353553;-0.196424;(-0.561100, 0.771504, -0.299915);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;880;sphere_reflective;2.173359;0.646447;-0.135299;2.115911;0.722215;-0.159095;2.154329;0.722215;-0.230970;(-0.683055, -0.632564, -0.365101);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;881;sphere_reflective;2.173359;1.353553;-0.135299;2.206031;1.353553;-0.196424;2.154329;1.277785;-0.230970;(-0.683055, 0.632564, -0.365101);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;882;sphere_reflective;2.243360;0.584265;-0.106304;2.173359;0.646447;-0.135299;2.206031;0.646447;-0.196424;(-0.561101, -0.771503, -0.299915);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;883;sphere_reflective;2.073224;1.191342;-0.176777;2.115911;1.277785;-0.159095;2.154329;1.277785;-0.230970;(-0.778618, 0.469625, -0.416180);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;884;sphere_reflective;2.243360;0.584265;-0.106304;2.269030;0.584265;-0.154329;2.340905;0.538060;-0.106304;(-0.417298, -0.880972, -0.223051);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;885;sphere_reflective;2.046937;1.097545;-0.187665;2.073224;1.191342;-0.176777;2.115911;1.191342;-0.256640;(-0.844292, 0.289001, -0.451276);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;886;sphere_reflective;2.323223;0.538060;-0.073223;2.340905;0.538060;-0.106304;2.418894;0.509607;-0.054193;(-0.257143, -0.956549, -0.137445);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;887;sphere_reflective;2.046937;1.097545;-0.187665;2.092254;1.097545;-0.272448;2.084266;1.000000;-0.277785;(-0.877717, 0.097545, -0.469145);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;888;sphere_reflective;2.046937;0.902455;-0.187665;2.038061;1.000000;-0.191342;2.084266;1.000000;-0.277785;(-0.877714, -0.097551, -0.469150);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;889;sphere_reflective;2.323223;1.461940;-0.073223;2.409880;1.490393;-0.037329;2.418894;1.490393;-0.054193;(-0.257143, 0.956549, -0.137446);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;890;sphere_reflective;2.340905;0.538060;-0.106304;2.269030;0.584265;-0.154329;2.303576;0.584265;-0.196424;(-0.365767, -0.880972, -0.300173);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;891;sphere_reflective;2.092254;1.097545;-0.272448;2.115911;1.191342;-0.256640;2.173359;1.191342;-0.326641;(-0.740027, 0.289000, -0.607321);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;892;sphere_reflective;2.340905;0.538060;-0.106304;2.364701;0.538060;-0.135299;2.431025;0.509607;-0.068975;(-0.225386, -0.956549, -0.184973);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;893;sphere_reflective;2.092254;1.097545;-0.272448;2.153240;1.097545;-0.346760;2.146447;1.000000;-0.353553;(-0.769326, 0.097544, -0.631366);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;894;sphere_reflective;2.092254;0.902455;-0.272448;2.084266;1.000000;-0.277785;2.146447;1.000000;-0.353553;(-0.769325, -0.097544, -0.631367);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;895;sphere_reflective;2.340905;1.461940;-0.106304;2.418894;1.490393;-0.054193;2.431025;1.490393;-0.068975;(-0.225389, 0.956549, -0.184968);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;896;sphere_reflective;2.092254;0.902455;-0.272448;2.153240;0.902455;-0.346760;2.173359;0.808658;-0.326641;(-0.740027, -0.289000, -0.607322);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;897;sphere_reflective;2.269030;1.415735;-0.154329;2.340905;1.461940;-0.106304;2.364701;1.461940;-0.135299;(-0.365763, 0.880971, -0.300179);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;898;sphere_reflective;2.154329;0.722215;-0.230970;2.115911;0.808658;-0.256640;2.173359;0.808658;-0.326641;(-0.682464, -0.469630, -0.560081);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;899;sphere_reflective;2.206031;1.353553;-0.196424;2.269030;1.415735;-0.154329;2.303576;1.415735;-0.196424;(-0.491811, 0.771504, -0.403613);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;900;sphere_reflective;2.154329;0.722215;-0.230970;2.206031;0.722215;-0.293969;2.250000;0.646447;-0.250000;(-0.598702, -0.632565, -0.491343);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;901;sphere_reflective;2.206031;1.353553;-0.196424;2.250000;1.353553;-0.250000;2.206031;1.277785;-0.293969;(-0.598701, 0.632565, -0.491344);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;902;sphere_reflective;2.206031;0.646447;-0.196424;2.250000;0.646447;-0.250000;2.303576;0.584265;-0.196424;(-0.491809, -0.771502, -0.403620);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;903;sphere_reflective;2.115911;1.191342;-0.256640;2.154329;1.277785;-0.230970;2.206031;1.277785;-0.293969;(-0.682463, 0.469629, -0.560083);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;904;sphere_reflective;2.206031;0.722215;-0.293969;2.173359;0.808658;-0.326641;2.243360;0.808658;-0.384089;(-0.560080, -0.469632, -0.682463);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;905;sphere_reflective;2.303576;1.415735;-0.196424;2.345671;1.415735;-0.230970;2.303576;1.353553;-0.293969;(-0.403613, 0.771504, -0.491811);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;906;sphere_reflective;2.206031;0.722215;-0.293969;2.269030;0.722215;-0.345671;2.303576;0.646447;-0.293969;(-0.491343, -0.632564, -0.598703);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;907;sphere_reflective;2.206031;1.277785;-0.293969;2.250000;1.353553;-0.250000;2.303576;1.353553;-0.293969;(-0.491344, 0.632565, -0.598701);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;908;sphere_reflective;2.303576;0.584265;-0.196424;2.250000;0.646447;-0.250000;2.303576;0.646447;-0.293969;(-0.403620, -0.771502, -0.491809);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;909;sphere_reflective;2.206031;1.277785;-0.293969;2.269030;1.277785;-0.345671;2.243360;1.191342;-0.384089;(-0.560083, 0.469629, -0.682463);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;910;sphere_reflective;2.303576;0.584265;-0.196424;2.345671;0.584265;-0.230970;2.393696;0.538060;-0.159095;(-0.300173, -0.880972, -0.365767);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;911;sphere_reflective;2.173359;1.191342;-0.326641;2.243360;1.191342;-0.384089;2.227553;1.097545;-0.407746;(-0.607322, 0.288994, -0.740028);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;912;sphere_reflective;2.431025;0.509607;-0.068975;2.364701;0.538060;-0.135299;2.393696;0.538060;-0.159095;(-0.184973, -0.956549, -0.225386);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;913;sphere_reflective;2.153240;1.097545;-0.346760;2.227553;1.097545;-0.407746;2.222215;1.000000;-0.415734;(-0.631361, 0.097551, -0.769329);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;914;sphere_reflective;2.153240;0.902455;-0.346760;2.146447;1.000000;-0.353553;2.222215;1.000000;-0.415734;(-0.631367, -0.097544, -0.769325);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;915;sphere_reflective;2.431025;1.490393;-0.068975;2.445807;1.490393;-0.081106;2.393696;1.461940;-0.159095;(-0.184968, 0.956549, -0.225389);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;916;sphere_reflective;2.173359;0.808658;-0.326641;2.153240;0.902455;-0.346760;2.227553;0.902455;-0.407746;(-0.607317, -0.288999, -0.740031);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;917;sphere_reflective;2.303576;1.415735;-0.196424;2.364701;1.461940;-0.135299;2.393696;1.461940;-0.159095;(-0.300177, 0.880973, -0.365760);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;918;sphere_reflective;2.445807;0.509607;-0.081106;2.393696;0.538060;-0.159095;2.426777;0.538060;-0.176777;(-0.137445, -0.956549, -0.257143);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;919;sphere_reflective;2.222215;1.000000;-0.415734;2.227553;1.097545;-0.407746;2.312335;1.097545;-0.453063;(-0.469149, 0.097550, -0.877715);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;920;sphere_reflective;2.222215;1.000000;-0.415734;2.308659;1.000000;-0.461939;2.312335;0.902455;-0.453063;(-0.469146, -0.097547, -0.877717);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;921;sphere_reflective;2.445807;1.490393;-0.081106;2.462671;1.490393;-0.090120;2.426777;1.461940;-0.176777;(-0.137446, 0.956549, -0.257143);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;922;sphere_reflective;2.227553;0.902455;-0.407746;2.312335;0.902455;-0.453063;2.323223;0.808658;-0.426776;(-0.451282, -0.289000, -0.844288);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;923;sphere_reflective;2.393696;1.461940;-0.159095;2.426777;1.461940;-0.176777;2.393697;1.415735;-0.256640;(-0.223049, 0.880971, -0.417300);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;924;sphere_reflective;2.269030;0.722215;-0.345671;2.243360;0.808658;-0.384089;2.323223;0.808658;-0.426776;(-0.416174, -0.469629, -0.778619);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;925;sphere_reflective;2.345671;1.415735;-0.230970;2.393697;1.415735;-0.256640;2.364701;1.353553;-0.326641;(-0.299909, 0.771506, -0.561100);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
