mesh_name;object_name;triangle_index;material_name;v0_x;v0_y;v0_z;v1_x;v1_y;v1_z;v2_x;v2_y;v2_z;normal;diffuse_color;specular_color;kd;ks;shininess
Plane;Plane;0;plane_matte_gray;5.000000;0.000000;5.000000;-5.000000;-0.000000;-5.000000;-5.000000;0.000000;5.000000;(0.000000, 1.000000, -0.000000);(0.880000, 0.880000, 0.900000);(0.180000, 0.180000, 0.180000);0.900000;0.050000;12.000000
Plane;Plane;1;plane_matte_gray;5.000000;0.000000;5.000000;5.000000;-0.000000;-5.000000;-5.000000;-0.000000;-5.000000;(0.000000, 1.000000, -0.000000);(0.880000, 0.880000, 0.900000);(0.180000, 0.180000, 0.180000);0.900000;0.050000;12.000000
Sphere;Sphere;0;sphere_reflective;2.500000;0.538060;-0.191342;2.519030;0.509607;-0.095671;2.500000;0.509607;-0.097545;(0.028574, -0.956550, -0.290166);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;1;sphere_reflective;2.500000;1.097545;-0.490393;2.597545;1.000000;-0.490393;2.500000;1.000000;-0.500000;(0.097546, 0.097546, -0.990439);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;2;sphere_reflective;2.500000;1.490393;-0.097545;2.500000;1.500000;-0.000000;2.519030;1.490393;-0.095671;(0.009652, 0.995139, -0.098009);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;3;sphere_reflective;2.500000;0.500000;-0.000000;2.500000;0.509607;-0.097545;2.519030;0.509607;-0.095671;(0.009652, -0.995139, -0.098009);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;4;sphere_reflective;2.500000;0.902455;-0.490393;2.597545;1.000000;-0.490393;2.595671;0.902455;-0.480970;(0.097552, -0.097552, -0.990438);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;5;sphere_reflective;2.500000;1.461940;-0.191342;2.519030;1.490393;-0.095671;2.537329;1.461940;-0.187665;(0.028582, 0.956549, -0.290167);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;6;sphere_reflective;2.500000;0.902455;-0.490393;2.590120;0.808658;-0.453064;2.500000;0.808658;-0.461940;(0.093834, -0.289004, -0.952718);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;7;sphere_reflective;2.500000;1.461940;-0.191342;2.554193;1.415735;-0.272448;2.500000;1.415735;-0.277785;(0.046374, 0.880971, -0.470892);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;8;sphere_reflective;2.500000;0.808658;-0.461940;2.581106;0.722215;-0.407747;2.500000;0.722215;-0.415735;(0.086533, -0.469631, -0.878612);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;9;sphere_reflective;2.500000;1.353553;-0.353553;2.554193;1.415735;-0.272448;2.568975;1.353553;-0.346760;(0.062357, 0.771501, -0.633165);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;10;sphere_reflective;2.500000;0.722215;-0.415735;2.568975;0.646447;-0.346760;2.500000;0.646447;-0.353553;(0.075910, -0.632568, -0.770776);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;11;sphere_reflective;2.500000;1.277785;-0.415735;2.568975;1.353553;-0.346760;2.581106;1.277785;-0.407747;(0.075913, 0.632566, -0.770777);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;12;sphere_reflective;2.500000;0.646447;-0.353553;2.554193;0.584265;-0.272448;2.500000;0.584265;-0.277785;(0.062355, -0.771502, -0.633164);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;13;sphere_reflective;2.500000;1.191342;-0.461940;2.581106;1.277785;-0.407747;2.590120;1.191342;-0.453064;(0.086535, 0.469629, -0.878613);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;14;sphere_reflective;2.500000;0.538060;-0.191342;2.554193;0.584265;-0.272448;2.537329;0.538060;-0.187665;(0.046384, -0.880974, -0.470887);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;15;sphere_reflective;2.500000;1.097545;-0.490393;2.590120;1.191342;-0.453064;2.595671;1.097545;-0.480970;(0.093837, 0.289001, -0.952719);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;16;sphere_reflective;2.554193;0.584265;-0.272448;2.573223;0.538060;-0.176777;2.537329;0.538060;-0.187665;(0.137349, -0.880973, -0.452793);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;17;sphere_reflective;2.595671;1.097545;-0.480970;2.676777;1.191342;-0.426777;2.687665;1.097545;-0.453064;(0.277897, 0.289001, -0.916107);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;18;sphere_reflective;2.537329;0.538060;-0.187665;2.537329;0.509607;-0.090120;2.519030;0.509607;-0.095671;(0.084640, -0.956549, -0.279017);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;19;sphere_reflective;2.597545;1.000000;-0.490393;2.687665;1.097545;-0.453064;2.691342;1.000000;-0.461940;(0.288900, 0.097551, -0.952376);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;20;sphere_reflective;2.519030;1.490393;-0.095671;2.500000;1.500000;-0.000000;2.537329;1.490393;-0.090120;(0.028588, 0.995139, -0.094242);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;21;sphere_reflective;2.500000;0.500000;-0.000000;2.519030;0.509607;-0.095671;2.537329;0.509607;-0.090120;(0.028588, -0.995139, -0.094242);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;22;sphere_reflective;2.597545;1.000000;-0.490393;2.687665;0.902455;-0.453064;2.595671;0.902455;-0.480970;(0.288899, -0.097551, -0.952376);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;23;sphere_reflective;2.519030;1.490393;-0.095671;2.573223;1.461940;-0.176777;2.537329;1.461940;-0.187665;(0.084636, 0.956549, -0.279017);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;24;sphere_reflective;2.590120;0.808658;-0.453064;2.687665;0.902455;-0.453064;2.676777;0.808658;-0.426777;(0.277897, -0.289001, -0.916107);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;25;sphere_reflective;2.554193;1.415735;-0.272448;2.573223;1.461940;-0.176777;2.606304;1.415735;-0.256640;(0.137356, 0.880972, -0.452793);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;26;sphere_reflective;2.590120;0.808658;-0.453064;2.659095;0.722215;-0.384089;2.581106;0.722215;-0.407747;(0.256285, -0.469629, -0.844847);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;27;sphere_reflective;2.554193;1.415735;-0.272448;2.635299;1.353553;-0.326641;2.568975;1.353553;-0.346760;(0.184686, 0.771502, -0.608832);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;28;sphere_reflective;2.581106;0.722215;-0.407747;2.635299;0.646447;-0.326641;2.568975;0.646447;-0.346760;(0.224826, -0.632566, -0.741157);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;29;sphere_reflective;2.581106;1.277785;-0.407747;2.635299;1.353553;-0.326641;2.659095;1.277785;-0.384089;(0.224830, 0.632564, -0.741158);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;30;sphere_reflective;2.554193;0.584265;-0.272448;2.635299;0.646447;-0.326641;2.606304;0.584265;-0.256640;(0.184690, -0.771504, -0.608828);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;31;sphere_reflective;2.590120;1.191342;-0.453064;2.659095;1.277785;-0.384089;2.676777;1.191342;-0.426777;(0.256280, 0.469632, -0.844847);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;32;sphere_reflective;2.606304;1.415735;-0.256640;2.606304;1.461940;-0.159095;2.654329;1.415735;-0.230970;(0.223051, 0.880972, -0.417298);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;33;sphere_reflective;2.659095;0.722215;-0.384089;2.756640;0.808658;-0.384089;2.730970;0.722215;-0.345671;(0.416179, -0.469630, -0.778616);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;34;sphere_reflective;2.635299;1.353553;-0.326641;2.654329;1.415735;-0.230970;2.696424;1.353553;-0.293969;(0.299914, 0.771504, -0.561100);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;35;sphere_reflective;2.659095;0.722215;-0.384089;2.696424;0.646447;-0.293969;2.635299;0.646447;-0.326641;(0.365101, -0.632564, -0.683055);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;36;sphere_reflective;2.659095;1.277785;-0.384089;2.696424;1.353553;-0.293969;2.730970;1.277785;-0.345671;(0.365101, 0.632564, -0.683055);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;37;sphere_reflective;2.635299;0.646447;-0.326641;2.654329;0.584265;-0.230970;2.606304;0.584265;-0.256640;(0.299915, -0.771503, -0.561100);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;38;sphere_reflective;2.659095;1.277785;-0.384089;2.756640;1.191342;-0.384089;2.676777;1.191342;-0.426777;(0.416181, 0.469632, -0.778614);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;39;sphere_reflective;2.606304;0.584265;-0.256640;2.606304;0.538060;-0.159095;2.573223;0.538060;-0.176777;(0.223048, -0.880972, -0.417298);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;40;sphere_reflective;2.687665;1.097545;-0.453064;2.756640;1.191342;-0.384089;2.772448;1.097545;-0.407747;(0.451277, 0.289007, -0.844289);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;41;sphere_reflective;2.573223;0.538060;-0.176777;2.554193;0.509607;-0.081106;2.537329;0.509607;-0.090120;(0.137446, -0.956549, -0.257143);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;42;sphere_reflective;2.691342;1.000000;-0.461940;2.772448;1.097545;-0.407747;2.777785;1.000000;-0.415735;(0.469151, 0.097545, -0.877714);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;43;sphere_reflective;2.537329;1.490393;-0.090120;2.500000;1.500000;-0.000000;2.554193;1.490393;-0.081106;(0.046425, 0.995139, -0.086854);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;44;sphere_reflective;2.500000;0.500000;-0.000000;2.537329;0.509607;-0.090120;2.554193;0.509607;-0.081106;(0.046425, -0.995139, -0.086854);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;45;sphere_reflective;2.687665;0.902455;-0.453064;2.777785;1.000000;-0.415735;2.772448;0.902455;-0.407747;(0.469145, -0.097545, -0.877717);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;46;sphere_reflective;2.573223;1.461940;-0.176777;2.554193;1.490393;-0.081106;2.606304;1.461940;-0.159095;(0.137445, 0.956549, -0.257143);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;47;sphere_reflective;2.687665;0.902455;-0.453064;2.756640;0.808658;-0.384089;2.676777;0.808658;-0.426777;(0.451285, -0.289000, -0.844287);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;48;sphere_reflective;2.772448;1.097545;-0.407747;2.826641;1.191342;-0.326641;2.846760;1.097545;-0.346760;(0.607327, 0.289000, -0.740022);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;49;sphere_reflective;2.606304;0.538060;-0.159095;2.568975;0.509607;-0.068975;2.554193;0.509607;-0.081106;(0.184968, -0.956549, -0.225389);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;50;sphere_reflective;2.772448;1.097545;-0.407747;2.853553;1.000000;-0.353553;2.777785;1.000000;-0.415735;(0.631373, 0.097544, -0.769320);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;51;sphere_reflective;2.554193;1.490393;-0.081106;2.500000;1.500000;-0.000000;2.568975;1.490393;-0.068975;(0.062476, 0.995139, -0.076129);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;52;sphere_reflective;2.500000;0.500000;-0.000000;2.554193;0.509607;-0.081106;2.568975;0.509607;-0.068975;(0.062476, -0.995139, -0.076129);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;53;sphere_reflective;2.772448;0.902455;-0.407747;2.853553;1.000000;-0.353553;2.846760;0.902455;-0.346760;(0.631372, -0.097544, -0.769321);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;54;sphere_reflective;2.606304;1.461940;-0.159095;2.568975;1.490393;-0.068975;2.635299;1.461940;-0.135299;(0.184973, 0.956549, -0.225386);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;55;sphere_reflective;2.756640;0.808658;-0.384089;2.846760;0.902455;-0.346760;2.826641;0.808658;-0.326641;(0.607321, -0.289000, -0.740027);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;56;sphere_reflective;2.606304;1.461940;-0.159095;2.696424;1.415735;-0.196424;2.654329;1.415735;-0.230970;(0.300173, 0.880972, -0.365767);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;57;sphere_reflective;2.756640;0.808658;-0.384089;2.793969;0.722215;-0.293969;2.730970;0.722215;-0.345671;(0.560083, -0.469629, -0.682463);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;58;sphere_reflective;2.696424;1.353553;-0.293969;2.696424;1.415735;-0.196424;2.750000;1.353553;-0.250000;(0.403620, 0.771502, -0.491809);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;59;sphere_reflective;2.696424;0.646447;-0.293969;2.793969;0.722215;-0.293969;2.750000;0.646447;-0.250000;(0.491344, -0.632565, -0.598701);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;60;sphere_reflective;2.696424;1.353553;-0.293969;2.793969;1.277785;-0.293969;2.730970;1.277785;-0.345671;(0.491343, 0.632564, -0.598703);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;61;sphere_reflective;2.696424;0.646447;-0.293969;2.696424;0.584265;-0.196424;2.654329;0.584265;-0.230970;(0.403613, -0.771504, -0.491811);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;62;sphere_reflective;2.756640;1.191342;-0.384089;2.793969;1.277785;-0.293969;2.826641;1.191342;-0.326641;(0.560080, 0.469632, -0.682463);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;63;sphere_reflective;2.606304;0.538060;-0.159095;2.696424;0.584265;-0.196424;2.635299;0.538060;-0.135299;(0.300177, -0.880973, -0.365760);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;64;sphere_reflective;2.826641;0.808658;-0.326641;2.845671;0.722215;-0.230970;2.793969;0.722215;-0.293969;(0.682461, -0.469632, -0.560082);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;65;sphere_reflective;2.696424;1.415735;-0.196424;2.793969;1.353553;-0.196424;2.750000;1.353553;-0.250000;(0.491809, 0.771502, -0.403620);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;66;sphere_reflective;2.793969;0.722215;-0.293969;2.793969;0.646447;-0.196424;2.750000;0.646447;-0.250000;(0.598701, -0.632565, -0.491344);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;67;sphere_reflective;2.793969;1.277785;-0.293969;2.793969;1.353553;-0.196424;2.845671;1.277785;-0.230970;(0.598703, 0.632564, -0.491343);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;68;sphere_reflective;2.696424;0.584265;-0.196424;2.793969;0.646447;-0.196424;2.730970;0.584265;-0.154329;(0.491811, -0.771504, -0.403613);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;69;sphere_reflective;2.826641;1.191342;-0.326641;2.845671;1.277785;-0.230970;2.884089;1.191342;-0.256640;(0.682464, 0.469630, -0.560081);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;70;sphere_reflective;2.696424;0.584265;-0.196424;2.659095;0.538060;-0.106304;2.635299;0.538060;-0.135299;(0.365760, -0.880973, -0.300177);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;71;sphere_reflective;2.846760;1.097545;-0.346760;2.884089;1.191342;-0.256640;2.907747;1.097545;-0.272447;(0.740026, 0.289001, -0.607322);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;72;sphere_reflective;2.568975;0.509607;-0.068975;2.659095;0.538060;-0.106304;2.581106;0.509607;-0.054193;(0.225389, -0.956549, -0.184968);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;73;sphere_reflective;2.846760;1.097545;-0.346760;2.915735;1.000000;-0.277785;2.853553;1.000000;-0.353553;(0.769320, 0.097544, -0.631373);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;74;sphere_reflective;2.568975;1.490393;-0.068975;2.500000;1.500000;-0.000000;2.581106;1.490393;-0.054193;(0.076129, 0.995139, -0.062476);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;75;sphere_reflective;2.500000;0.500000;-0.000000;2.568975;0.509607;-0.068975;2.581106;0.509607;-0.054193;(0.076129, -0.995139, -0.062476);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;76;sphere_reflective;2.846760;0.902455;-0.346760;2.915735;1.000000;-0.277785;2.907747;0.902455;-0.272447;(0.769324, -0.097551, -0.631367);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;77;sphere_reflective;2.568975;1.490393;-0.068975;2.659095;1.461940;-0.106304;2.635299;1.461940;-0.135299;(0.225386, 0.956549, -0.184973);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;78;sphere_reflective;2.846760;0.902455;-0.346760;2.884089;0.808658;-0.256640;2.826641;0.808658;-0.326641;(0.740027, -0.289000, -0.607321);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;79;sphere_reflective;2.635299;1.461940;-0.135299;2.730970;1.415735;-0.154329;2.696424;1.415735;-0.196424;(0.365765, 0.880973, -0.300171);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;80;sphere_reflective;2.581106;0.509607;-0.054193;2.676777;0.538060;-0.073223;2.590120;0.509607;-0.037329;(0.257143, -0.956549, -0.137446);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;81;sphere_reflective;2.907747;1.097545;-0.272447;2.961940;1.000000;-0.191342;2.915735;1.000000;-0.277785;(0.877714, 0.097550, -0.469150);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;82;sphere_reflective;2.581106;1.490393;-0.054193;2.500000;1.500000;-0.000000;2.590120;1.490393;-0.037329;(0.086854, 0.995139, -0.046425);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;83;sphere_reflective;2.500000;0.500000;-0.000000;2.581106;0.509607;-0.054193;2.590120;0.509607;-0.037329;(0.086854, -0.995139, -0.046425);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;84;sphere_reflective;2.907747;0.902455;-0.272447;2.961940;1.000000;-0.191342;2.953064;0.902455;-0.187665;(0.877715, -0.097551, -0.469149);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;85;sphere_reflective;2.581106;1.490393;-0.054193;2.676777;1.461940;-0.073223;2.659095;1.461940;-0.106304;(0.257143, 0.956549, -0.137445);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;86;sphere_reflective;2.907747;0.902455;-0.272447;2.926777;0.808658;-0.176777;2.884089;0.808658;-0.256640;(0.844287, -0.289003, -0.451284);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;87;sphere_reflective;2.659095;1.461940;-0.106304;2.756640;1.415735;-0.106304;2.730970;1.415735;-0.154329;(0.417298, 0.880972, -0.223051);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;88;sphere_reflective;2.845671;0.722215;-0.230970;2.926777;0.808658;-0.176777;2.884089;0.722215;-0.159095;(0.778615, -0.469632, -0.416179);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;89;sphere_reflective;2.730970;1.415735;-0.154329;2.826641;1.353553;-0.135299;2.793969;1.353553;-0.196424;(0.561100, 0.771504, -0.299914);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;90;sphere_reflective;2.845671;0.722215;-0.230970;2.826641;0.646447;-0.135299;2.793969;0.646447;-0.196424;(0.683055, -0.632564, -0.365101);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;91;sphere_reflective;2.845671;1.277785;-0.230970;2.826641;1.353553;-0.135299;2.884089;1.277785;-0.159095;(0.683055, 0.632564, -0.365101);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;92;sphere_reflective;2.793969;0.646447;-0.196424;2.756640;0.584265;-0.106304;2.730970;0.584265;-0.154329;(0.561100, -0.771504, -0.299915);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;93;sphere_reflective;2.884089;1.191342;-0.256640;2.884089;1.277785;-0.159095;2.926777;1.191342;-0.176777;(0.778614, 0.469632, -0.416181);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;94;sphere_reflective;2.659095;0.538060;-0.106304;2.756640;0.584265;-0.106304;2.676777;0.538060;-0.073223;(0.417298, -0.880972, -0.223048);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;95;sphere_reflective;2.907747;1.097545;-0.272447;2.926777;1.191342;-0.176777;2.953064;1.097545;-0.187665;(0.844288, 0.289000, -0.451282);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;96;sphere_reflective;2.826641;1.353553;-0.135299;2.772448;1.415735;-0.054193;2.846760;1.353553;-0.068975;(0.608832, 0.771502, -0.184686);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;97;sphere_reflective;2.884089;0.722215;-0.159095;2.846760;0.646447;-0.068975;2.826641;0.646447;-0.135299;(0.741159, -0.632563, -0.224826);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
Sphere;Sphere;98;sphere_reflective;2.826641;1.353553;-0.135299;2.907747;1.277785;-0.081106;2.884089;1.277785;-0.159095;(0.741158, 0.632564, -0.224830);(0.600000, 0.600000, 0.640000);(0.980000, 0.980000, 0.980000);0.600000;0.400000;96.000000
